,thresholds,accuracy,recall,precision
2,0.7093097643097643,0.6171875,0.02,1.0
4,0.6674074074074074,0.6171875,0.04,0.6666666666666666
15,0.5358888888888889,0.65625,0.26,0.65
17,0.5183024691358024,0.6640625,0.32,0.64
16,0.5309259259259261,0.65625,0.28,0.6363636363636364
18,0.5081481481481482,0.65625,0.34,0.6071428571428571
14,0.5446346346346346,0.6328125,0.18,0.6
20,0.4994064872325742,0.65625,0.36,0.6
6,0.6247486772486774,0.6171875,0.06,0.6
19,0.4996851851851853,0.6484375,0.34,0.5862068965517241
21,0.49231481481481465,0.6484375,0.36,0.5806451612903226
8,0.6135185185185185,0.6171875,0.08,0.5714285714285714
13,0.5493518518518518,0.625,0.16,0.5714285714285714
10,0.5907407407407407,0.6171875,0.1,0.5555555555555556
12,0.5711993464052288,0.6171875,0.12,0.5454545454545454
22,0.47904320987654325,0.6328125,0.38,0.5428571428571428
24,0.47601851851851856,0.6328125,0.4,0.5405405405405406
23,0.4760185185185187,0.625,0.38,0.5277777777777778
25,0.47490740740740744,0.625,0.4,0.5263157894736842
11,0.5856481481481481,0.609375,0.1,0.5
9,0.602222222222222,0.609375,0.08,0.5
7,0.624074074074074,0.609375,0.06,0.5
5,0.6287962962962961,0.609375,0.04,0.5
3,0.6925661375661376,0.609375,0.02,0.5
26,0.46025132275132274,0.59375,0.42,0.4772727272727273
34,0.43083333333333335,0.5859375,0.52,0.4727272727272727
32,0.4419444444444444,0.5859375,0.5,0.4716981132075472
31,0.44806630824372756,0.5859375,0.48,0.47058823529411764
30,0.45129629629629636,0.5859375,0.46,0.46938775510204084
28,0.4561111111111112,0.5859375,0.44,0.46808510638297873
27,0.4588598402323891,0.5859375,0.42,0.4666666666666667
35,0.427895622895623,0.578125,0.52,0.4642857142857143
33,0.43574074074074076,0.578125,0.5,0.46296296296296297
29,0.45379629629629636,0.578125,0.44,0.4583333333333333
36,0.41888888888888887,0.5625,0.54,0.45
37,0.41759259259259257,0.5546875,0.54,0.4426229508196721
41,0.39953703703703697,0.53125,0.6,0.42857142857142855
40,0.4087037037037037,0.53125,0.58,0.4264705882352941
55,0.3181481481481482,0.484375,0.9,0.42452830188679247
54,0.3312037037037036,0.484375,0.88,0.4230769230769231
39,0.41185185185185186,0.5234375,0.56,0.417910447761194
43,0.38981481481481467,0.5078125,0.66,0.4177215189873418
53,0.3314814814814815,0.4765625,0.86,0.4174757281553398
45,0.3723148148148149,0.5,0.7,0.4166666666666667
38,0.4133333333333333,0.5234375,0.54,0.4153846153846154
44,0.3810526315789473,0.5,0.68,0.4146341463414634
50,0.3557253086419754,0.4765625,0.8,0.41237113402061853
56,0.2840740740740741,0.453125,0.92,0.4107142857142857
49,0.36055555555555563,0.4765625,0.78,0.4105263157894737
52,0.34559523809523823,0.46875,0.82,0.41
51,0.35092156862745105,0.46875,0.8,0.40816326530612246
42,0.39425925925925936,0.5,0.62,0.40789473684210525
57,0.2840141612200435,0.4453125,0.92,0.40707964601769914
48,0.3619551971326166,0.46875,0.74,0.40217391304347827
58,0.2787962962962962,0.4296875,0.94,0.4017094017094017
46,0.3649691358024692,0.46875,0.72,0.4
59,0.2783048433048433,0.421875,0.94,0.3983050847457627
47,0.36342592592592593,0.4609375,0.72,0.3956043956043956
60,0.2505555555555556,0.3984375,0.96,0.3902439024390244
62,0.21583333333333338,0.390625,0.98,0.3888888888888889
61,0.2479629629629629,0.390625,0.96,0.3870967741935484
63,0.20398148148148146,0.3828125,0.98,0.3858267716535433
1,0.7513888888888888,0.609375,0.0,0.0
0,1.7513888888888887,0.609375,0.0,0.0
