,thresholds,accuracy,recall,precision
2,0.5839530217598569,0.7177914110429447,0.061224489795918366,1.0
6,0.5252083333333334,0.6932515337423313,0.14285714285714285,0.4666666666666667
8,0.49455208333333345,0.6809815950920245,0.20408163265306123,0.43478260869565216
5,0.527874094425969,0.6871165644171779,0.10204081632653061,0.4166666666666667
9,0.4874750086592542,0.6687116564417178,0.22448979591836735,0.4074074074074074
3,0.5323937076027058,0.6871165644171779,0.08163265306122448,0.4
7,0.5097483054226475,0.6748466257668712,0.16326530612244897,0.4
10,0.4812380952380952,0.6625766871165644,0.22448979591836735,0.39285714285714285
4,0.5322499999999999,0.6809815950920245,0.08163265306122448,0.36363636363636365
11,0.472848121659473,0.6441717791411042,0.24489795918367346,0.36363636363636365
12,0.47241309648860286,0.6380368098159509,0.24489795918367346,0.35294117647058826
44,0.31603079710144927,0.48466257668711654,0.8367346938775511,0.3504273504273504
30,0.39713541666666663,0.5460122699386503,0.5918367346938775,0.3493975903614458
43,0.3207880344483829,0.48466257668711654,0.8163265306122449,0.34782608695652173
33,0.3651377353973719,0.5214723926380368,0.673469387755102,0.3473684210526316
28,0.40399485321636774,0.5521472392638037,0.5510204081632653,0.34615384615384615
29,0.4016777718156115,0.5460122699386503,0.5714285714285714,0.345679012345679
34,0.35709226190476195,0.5153374233128835,0.673469387755102,0.34375
42,0.3220454545454545,0.4785276073619632,0.7959183673469388,0.34210526315789475
47,0.2799789664942104,0.44785276073619634,0.8979591836734694,0.34108527131782945
14,0.44963888888888887,0.6134969325153374,0.30612244897959184,0.3409090909090909
32,0.3670374628979511,0.5153374233128835,0.6530612244897959,0.3404255319148936
15,0.4437500000000001,0.6073619631901841,0.32653061224489793,0.3404255319148936
17,0.4404879159561115,0.6012269938650306,0.3469387755102041,0.34
37,0.33770833333333333,0.49079754601226994,0.7346938775510204,0.33962264150943394
41,0.3243099380415556,0.4785276073619632,0.7755102040816326,0.3392857142857143
48,0.27994318181818184,0.44171779141104295,0.8979591836734694,0.3384615384615385
25,0.41406249999999994,0.5644171779141104,0.46938775510204084,0.3382352941176471
36,0.33854166666666663,0.49079754601226994,0.7142857142857143,0.33653846153846156
38,0.33645833333333336,0.48466257668711654,0.7346938775510204,0.3364485981308411
39,0.3281729347041847,0.4785276073619632,0.7551020408163265,0.33636363636363636
46,0.28957142857142854,0.44171779141104295,0.8775510204081632,0.3359375
49,0.2637257891801525,0.4294478527607362,0.9183673469387755,0.3358208955223881
35,0.34116071428571426,0.49079754601226994,0.6938775510204082,0.3333333333333333
26,0.4120971669459572,0.558282208588957,0.46938775510204084,0.3333333333333333
50,0.2579166666666667,0.4233128834355828,0.9183673469387755,0.3333333333333333
21,0.42875103415832055,0.5828220858895705,0.3877551020408163,0.3333333333333333
40,0.3265107754813637,0.4723926380368098,0.7551020408163265,0.3333333333333333
19,0.43296235898731067,0.588957055214724,0.3673469387755102,0.3333333333333333
18,0.44015625,0.5950920245398773,0.3469387755102041,0.3333333333333333
16,0.443569210116314,0.6012269938650306,0.32653061224489793,0.3333333333333333
45,0.29307380952380957,0.44171779141104295,0.8571428571428571,0.3333333333333333
55,0.23628968253968252,0.3987730061349693,0.9795918367346939,0.3310344827586207
53,0.24229166666666668,0.4049079754601227,0.9591836734693877,0.33098591549295775
51,0.24968575938350523,0.4110429447852761,0.9387755102040817,0.33093525179856115
31,0.3767936507936508,0.50920245398773,0.6122448979591837,0.32967032967032966
56,0.23274305555555552,0.39263803680981596,0.9795918367346939,0.3287671232876712
54,0.24100216235942246,0.3987730061349693,0.9591836734693877,0.32867132867132864
52,0.2476100478468899,0.4049079754601227,0.9387755102040817,0.32857142857142857
24,0.4143079907284154,0.558282208588957,0.4489795918367347,0.3283582089552239
22,0.42734746503496496,0.5766871165644172,0.3877551020408163,0.3275862068965517
20,0.4320909941876036,0.5828220858895705,0.3673469387755102,0.32727272727272727
27,0.40760779122055324,0.5398773006134969,0.4897959183673469,0.32432432432432434
13,0.4601704545454544,0.6073619631901841,0.2653061224489796,0.3170731707317073
23,0.4215451804226473,0.5521472392638037,0.40816326530612246,0.3125
57,0.12812499999999996,0.3067484662576687,1.0,0.30246913580246915
1,0.620623693379791,0.6993865030674846,0.0,0.0
0,1.620623693379791,0.6993865030674846,0.0,0.0
