,thresholds,accuracy,recall,precision
9,0.58,0.625,0.12,0.6
13,0.5497795414462081,0.6328125,0.2,0.5882352941176471
7,0.5832539682539682,0.6171875,0.08,0.5714285714285714
12,0.5532051282051281,0.625,0.18,0.5625
14,0.5468261150614091,0.625,0.2,0.5555555555555556
8,0.5815384615384616,0.6171875,0.1,0.5555555555555556
10,0.5743400477400478,0.6171875,0.12,0.5454545454545454
11,0.5664743369535538,0.6171875,0.14,0.5384615384615384
20,0.52,0.625,0.3,0.5357142857142857
15,0.54,0.6171875,0.22,0.5238095238095238
17,0.5313637905304572,0.6171875,0.24,0.5217391304347826
19,0.5296820105820105,0.6171875,0.26,0.52
6,0.5880952380952381,0.609375,0.06,0.5
5,0.6131347520750606,0.609375,0.04,0.5
3,0.6616326530612245,0.609375,0.02,0.5
16,0.5349659863945578,0.609375,0.22,0.5
18,0.5298311444652908,0.609375,0.24,0.5
24,0.4948989898989899,0.5859375,0.38,0.4634146341463415
28,0.4681481481481482,0.578125,0.44,0.4583333333333333
35,0.45666666666666667,0.5703125,0.54,0.4576271186440678
25,0.49333333333333335,0.578125,0.38,0.4523809523809524
36,0.4533333333333333,0.5625,0.56,0.45161290322580644
30,0.46492063492063496,0.5703125,0.46,0.45098039215686275
23,0.49981981981981977,0.578125,0.36,0.45
29,0.4666666666666667,0.5703125,0.44,0.4489795918367347
34,0.45675438596491236,0.5625,0.52,0.4482758620689655
27,0.4716666666666667,0.5703125,0.42,0.44680851063829785
33,0.46155067155067153,0.5625,0.5,0.44642857142857145
26,0.4863699102829537,0.5703125,0.4,0.4444444444444444
37,0.45166666666666666,0.5546875,0.56,0.4444444444444444
31,0.4633333333333333,0.5625,0.46,0.4423076923076923
39,0.44452380952380954,0.5390625,0.6,0.43478260869565216
38,0.44666666666666666,0.5390625,0.58,0.43283582089552236
21,0.5048198198198198,0.5703125,0.32,0.43243243243243246
40,0.435,0.53125,0.62,0.4305555555555556
32,0.46166666666666667,0.546875,0.46,0.42592592592592593
41,0.42823232323232324,0.5234375,0.62,0.4246575342465753
22,0.5033333333333333,0.5625,0.32,0.42105263157894735
42,0.4215337977296182,0.5078125,0.64,0.4155844155844156
59,0.365,0.46875,0.88,0.41509433962264153
43,0.41833333333333333,0.5,0.64,0.41025641025641024
46,0.4083333333333333,0.4921875,0.68,0.40963855421686746
58,0.3732539682539683,0.4609375,0.86,0.4095238095238095
48,0.4033333333333333,0.484375,0.72,0.4090909090909091
57,0.3830752916224814,0.4609375,0.84,0.4077669902912621
44,0.41333333333333333,0.4921875,0.66,0.4074074074074074
47,0.4066666666666667,0.484375,0.7,0.4069767441860465
50,0.3983333333333333,0.4765625,0.74,0.4065934065934066
53,0.38995061728395064,0.46875,0.78,0.40625
55,0.38666666666666666,0.4609375,0.82,0.40594059405940597
49,0.40166666666666667,0.4765625,0.72,0.4044943820224719
45,0.4099382716049383,0.484375,0.66,0.4024390243902439
51,0.3933333333333333,0.46875,0.74,0.40217391304347827
54,0.3883333333333333,0.4609375,0.78,0.4020618556701031
56,0.38642857142857145,0.453125,0.82,0.4019607843137255
60,0.35825396825396827,0.4375,0.88,0.4
62,0.3416666666666667,0.4296875,0.92,0.4
52,0.39156565656565656,0.4609375,0.76,0.4
66,0.31833333333333336,0.4140625,0.96,0.39669421487603307
63,0.3333333333333333,0.421875,0.92,0.39655172413793105
61,0.3516666666666667,0.4296875,0.88,0.3963963963963964
64,0.3233333333333333,0.4140625,0.94,0.3949579831932773
67,0.30333333333333334,0.40625,0.96,0.39344262295081966
65,0.3232967032967033,0.40625,0.94,0.39166666666666666
68,0.28,0.390625,0.98,0.3888888888888889
69,0.24333333333333335,0.3828125,0.98,0.3858267716535433
4,0.6549206349206349,0.6015625,0.02,0.3333333333333333
1,0.6662962962962963,0.609375,0.0,0.0
2,0.6649382716049382,0.6015625,0.0,0.0
0,1.6662962962962964,0.609375,0.0,0.0
