Profit,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30
0,1.00244439,0.999327793,1.00244439,1,1,1.004406013,1.002627719,1.001527744,1.002077732,1.00244439,0.563218391,1.005065999,1.003299927,1.001711073,1.002688829,1.002688829,0.835249042,1.005787094,0,-0.0063,8.168301863,-194.9275362,0.004950877,1.003002017,36.46067205,-0.000635152,0.564218646,44.59715675,0.687739464,-0.303,-44418.81244,33.56774237,-0.80952381,1.162488394,31.02624491,0,1,46.11095465,63000,0,48.75612416,-88.04347826,0.744525547,0.66470374,0.346380111,0,0,48.65755051
1,1.00024325,0.996655315,0.997081002,1,1,1.002858185,0.998966188,0.995925566,0.997324252,0.99702019,1.520435967,1.002590611,1.002128436,0.996229628,1.000547312,0.997445877,1.139872843,1.002468986,1,0.0014,-7.620419622,-27.80178623,0.00762667,0.999711141,37.83594763,-0.000626667,3.455597432,54.25610984,1.037920073,-0.037,-45679.51387,33.89780632,0.530474041,1.175526872,36.09872561,30,0,51.21492242,113000,0,49.63509034,-70.23809524,1.053892216,1.173114342,1.950236259,0.246554904,0,33.73277434
0,1.002939915,0.998713787,0.998775035,1,1,1.001555705,0.999326269,0.997182581,0.997182581,0.999326269,0.355329949,1.001512832,0.998468794,0.996080113,0.997427574,0.997795063,0.715736041,1.001776199,1,-0.0014,-3.676361463,25.65302144,0.005707138,0.998989404,21.65080269,-0.000747273,-0.120898148,49.58997407,0.776649746,0,-53486.94023,38.37829577,0.039647577,0.888888889,34.4172571,10,1,54.63341135,40000,0,52.5502416,-36.64122137,0.881606765,1.419344903,-6.546301259,0.591149616,0,36.47719565
0,1.003383366,0.999446358,1.002399114,1,1,1.005345719,1.005290354,1.002091535,1.003752461,1.002337598,0.832891247,1.001531742,1.005843996,1.003137303,1.003137303,1.003629429,0.543766578,1.00101501,0,-0.002,-24.71675376,-96.49536382,0.005351871,1.003967766,27.01690494,-0.000208485,0.784072234,38.93921183,0.939102564,-0.021,-63638.65432,41.41045961,0.333333333,0.843591856,59.54211739,50,1,58.32515518,130000,0,36.5534087,-93.83561644,1.037878788,0.224005962,-9.729812569,0,0,35.62363594
0,1.001432665,1,1.000747477,1,1,1.004640588,1.00267846,1.000996636,1.002117852,1.000996636,3.939759036,1.005444126,1.002429301,1.000872057,1.000872057,1.002242432,6.337349398,1.005961131,0,-0.0099,-14.7879292,-116.0007199,0.005138365,1.002148997,16.00243826,-0.000953939,1.180415714,34.17769429,8.078313253,-0.217,-66869.55081,36.3945354,-0.816326531,0.465324385,18.54994682,0,1,57.16464293,230000,0,40.21681854,-100,0.775623269,1.071655963,-28.82585489,0,0,29.08713702
0,1,0.999545691,0.999545691,1,1,1.000279076,1.000324507,0.999286085,0.999610592,0.999480789,6,1.000577622,1.000324507,0.998312565,0.998831776,1.000324507,5.888888889,1.000661994,1,0.0002,-6.695756305,63.60708535,0.003020717,0.999691719,22.57657569,7.76E-05,0.133565471,49.78834205,7.361111111,-0.282,-101294.7949,41.01599052,-0.694117647,0.583647799,54.38036858,0,1,66.36516201,63000,1,52.833962,-25,1.202970297,2.301408648,-4.406757373,0.822776266,0,38.65326429
0,1.000778008,0.998573651,1.000713174,1,1,1.001912604,1.001361515,0.998249481,1.001102178,1.000778008,1.265856622,1.002035788,1.001556017,0.999157158,1.001102178,1.001231846,0.870473876,1.001977438,0,-0.003,26.92883899,-102.8697572,0.003985874,1.000721279,16.95039954,-0.000231515,0.256568222,44.346213,0.739550425,-0.065,-106988.8077,29.01446095,-0.376344086,1.413620307,62.77751422,30,1,75.1604633,173000,0,46.84628343,-59.09090909,0.902941176,1.290071466,-5.502441412,0.024192252,0,31.33031451
1,1.000065117,0.995832519,0.996158104,1,1,1.001198151,0.999413948,0.99602787,0.998632545,0.996548805,0.64167916,1.001230709,1.000651169,0.998632545,1.000130234,0.998697662,2.185907046,0.99857394,1,-0.0009,-20.67539079,-79.34315531,0.004775943,0.999715114,20.784918,-0.000376364,1.583994327,53.8681675,0.673538231,-0.055,-101642.4845,30.71712894,-0.269662921,1.894268225,57.07998238,40,1,60.77983111,103000,0,38.95612351,-44.34782609,0.851258581,0.63595893,-1.062503604,0.489671076,0,32.48817079
1,1.000968679,0.997223119,0.998902163,1,1,1.004120116,1.001808201,0.995544075,1.001679044,0.998708428,0.99557831,1.00468195,1.004197611,1.001614466,1.003551824,1.001808201,0.201303235,1.004998386,0,-0.0059,-0.68240017,-109.3531108,0.004922758,1.001461091,20.35675198,-0.000777576,0.346371898,39.63816912,0.437136374,-0.288,-92690.87783,36.08809102,-0.533632287,1.67520685,38.30755058,10,1,46.13049939,143000,0,40.2732005,-57.92682927,0.783231084,1.374030359,-23.1886545,0.319323124,0,31.87536609
0,1.000633553,0.996008616,0.996958946,1,1,1.000418145,1.000126711,0.995248353,0.999873289,0.996832235,0.6425445,1.000817283,1.000253421,0.992524075,0.992840851,0.999429802,0.917420484,1.001419159,1,-0.0006,5.27443761,28.03483941,0.006250129,0.997346997,26.22198149,-0.000504242,0.092857115,53.19986261,0.578202509,-0.109,-73346.50419,36.79090039,-0.570815451,1.475817983,34.61848294,0,0,69.72641586,160000,1,48.45880287,-11.67883212,0.875981162,1.415296661,-3.01858739,1,0,37.77934872
0,1.000568792,0.997219238,0.997408835,1,1,1.000385515,0.997724831,0.995070467,0.996081653,0.99709284,0.693602694,1.000341275,1.00290716,0.996018454,1.002654364,0.996271251,0.606060606,1.000562472,1,0.0018,30.33751047,-2.519638357,0.003999071,0.999415408,18.13386074,-3.39E-05,0.178117092,54.87798966,0.370791246,0.147,-80147.84106,34.20429373,0.073593074,2.067347711,54.96010798,70,1,42.60689058,93000,0,56.59642996,-41.79104478,0.889552239,0.654019182,1.847974746,0.416938791,0,32.87183113
0,1.001640528,0.999540652,1.000065621,1,1,1.003602599,1.000721832,0.998162609,0.999671894,1.000131242,0.568250758,1.004075071,1.001837391,0.99940941,1.001837391,0.999540652,0.406471183,1.004613164,0,-0.0083,-39.71643519,-63.95939086,0.004068586,1.000894088,31.07661359,-0.000740606,0.163492144,37.34347872,0.672585945,-0.196,-105950.5035,34.85019767,-0.324444444,0.978671427,31.18293131,20,1,55.53664211,130000,0,39.69722359,-76.85950413,0.816625917,0.975094905,-24.93480595,0.506399996,0,33.75029838
0,1.000326115,0.999739108,0.999934777,1,1,1.000567441,1.000130446,0.998238977,0.998630316,1.000130446,1.934065934,1.000587008,0.998825985,0.9983042,0.998630316,0.998825985,0.450549451,1.000671798,1,-0.0004,2.046850312,20.41722148,0.003393444,0.999714649,17.03590269,-0.000227879,-0.254917313,48.96324176,1.684065934,0.157,-105133.8461,27.18887719,0.130434783,0.669929309,49.55030758,40,1,54.4352263,33000,1,47.87796109,-42.37288136,1.004672897,1.488166388,-6.285632791,0.904883282,1,32.87860678
0,1.000657592,0.999934241,1,1,1,1.000565529,1.000986388,1.000197278,1.000328796,1.000394555,1.958333333,1.000558953,1.000460314,0.999276649,1.000131518,1.000197278,2.208333333,1.000545801,1,-0.0012,-23.6187599,33.91626921,0.002540897,0.999662984,10.71991279,1.21E-06,11.30957392,52.65370061,3.421875,-0.055,-106947.7615,17.61342627,0.066666667,0.503297818,59.75898071,10,1,55.93573017,50000,1,47.82961285,-33.33333333,1.018404908,0.248093844,8.426908956,0.672286028,1,21.45609124
0,1.000596026,0.999801325,0.99986755,1,1,1.000615894,0.999602649,0.998940397,0.999006623,0.999602649,0.138888889,1.000860927,0.999271523,0.998410596,0.999271523,0.998410596,0.055555556,1.001443709,1,-0.0026,-19.64575066,8.17539948,0.003265414,0.999751656,25.664659,-0.000338788,-0.539682806,45.69091916,0.740740741,-0.04,-99779.09578,47.13879739,-0.243902439,0.5375,30.66465043,0,1,47.16791664,40000,0,45.25256239,-37.03703704,0.904191617,1.056710522,-15.90472996,0.800441419,0,43.09479423
1,1.000724399,0.99940731,0.99940731,1,1,1.000862693,1.00059269,0.999143892,1.00059269,0.999670728,1.68,1.000856108,1.001580507,1.000395127,1.001580507,1.000526836,3.56,1.001060257,0,0.0007,-11.8775474,-9.950248755,0.002980691,1.000131709,16.7832056,0.000113939,-0.097117665,46.56130069,1.875,0.063,-107412.0901,20.30111604,0.12,1.109333333,41.39816601,80,1,58.2820411,30000,1,50.43414932,-48,1.025380711,0.827278443,-6.525932869,0.294621875,1,27.2728746
0,1.002168057,0.999671506,1.001248275,1,1,1.001688457,1.001445372,0.998686026,1.000328494,1.001116878,0.911273486,1.001603048,1.003153538,0.999671506,1.001116878,1.000262795,0.74217119,1.001727876,0,0.0008,-1.902018645,7.812500001,0.0036469,1.00087872,14.49472974,0.000178788,0.372807102,45.63351001,0.558281141,0.029,-107603.0725,20.91009049,0.049382716,1.584294173,45.28003562,80,1,69.74820829,160000,0,55.48107828,-70.58823529,1.087227414,0.965490718,-3.751999142,0.21348431,0,33.2790729
1,1.002084283,0.997785449,0.998501921,1,1,1.002396926,1.001042142,0.997329512,1,0.998762457,0.878057685,1.00250114,1.00169348,0.998176252,0.998176252,0.999934866,1.232201533,1.002709568,0,-0.0063,-13.74352725,-26.72049212,0.005001031,0.999698756,26.15081545,-0.000710909,-0.458730359,49.83631439,0.844651333,0.009,-104677.7566,27.75062094,-0.197860963,1.227433182,45.96673041,20,1,58.60980345,160000,0,55.86866765,-56.02836879,0.879770992,1.039122247,-6.331201161,0.329865475,0,36.55760573
1,1.000454074,0.997145823,1.000194603,1,1,1.004047743,1.002464971,1.000259471,1.001427089,1.000389206,0.592105263,1.004638038,1.002464971,1.000064868,1.001621692,1.001491956,0.54784689,1.00493643,0,-0.0072,-3.062746343,-148.085901,0.004016172,1.002059549,33.46736562,-0.000842424,0.988612777,33.38164189,0.640251196,-0.311,-107214.3525,67.48463526,-1,1.114121127,39.32204715,0,1,47.21309263,133000,0,30.85298838,-66.91729323,0.737913486,1.022706216,-29.88391756,0,0,46.49941879
1,1.002291972,0.998663016,1.000381995,1,1,1.001349717,1.000445661,0.998790348,1.000063666,1.000254664,0.959552496,1.001419749,1.000381995,0.998663016,0.998981346,1.000127332,0.479345955,1.001680779,1,-0.0019,11.89818294,37.38910013,0.003975328,0.999339466,19.98336374,-0.000238182,0.617699914,46.98983909,0.887478485,-0.043,-85305.69926,31.83041561,0.270072993,0.916040404,35.96991739,10,1,73.23456157,133000,1,50.1200972,-43.90243902,0.968973747,2.046137294,-7.052207146,0.72907672,1,33.87331875
0,1.001833541,0.999541615,1.001047738,1,1,1.001217995,1.001964508,0.99927968,0.999476131,1.000982254,0.896216216,1.001440639,1.000851287,0.997577107,0.997642591,0.999345164,0.582702703,1.001486478,1,-0.0005,-27.82116528,41.00946372,0.003780922,0.998755812,14.78625937,-0.000118182,0.402792674,51.51096602,0.802972973,-0.055,-100767.8525,27.9114311,-0.133757962,1.029058678,33.6760596,10,1,64.71492725,143000,1,54.76364849,-34.09090909,0.914893617,1.433215319,2.91728595,0.749223057,1,28.50169617
0,1.001975114,0.997564027,1.001975114,1,1,1.002159458,1.002172625,0.999868326,1.001448417,1.002106788,0.386138614,1.002363553,1.003028507,0.998419909,0.998683258,1.001316742,2.425742574,1.002521562,0,0.0007,-0.228309386,-24.36412316,0.004487754,1.000131674,19.86908185,3.76E-05,0.241702661,45.27258783,1.5,-0.08,-100156.0237,28.41941988,-0.272727273,0.847084708,39.10273568,0,1,58.03318237,140000,1,40.70010693,-41.95804196,0.908045977,1.34444807,-4.264744022,0.600648001,1,36.86302171
0,1,0.999129969,0.99926382,1,1,1.000307857,1.000468478,0.999129969,0.999129969,0.999330746,0.426229508,1.000508633,1.000066925,0.998126088,1.000066925,0.998795342,0.770491803,1.000769643,1,-0.0009,23.92426437,37.87878788,0.003142112,0.999339111,23.79553699,-8.06E-05,0.805322294,50.36331406,1.661885246,-0.234,-106778.2424,49.9146383,-0.7,0.440608303,45.29449469,0,1,62.21251453,70000,1,47.1160982,-13.84615385,0.925373134,1.417900286,-4.582036285,1,0,41.57425644
0,1.000467227,0.996529168,0.997129889,1,1,1.001188092,1.001601922,0.997396876,0.998798558,0.997463623,0.848225214,1.000921105,1.001134695,0.99546122,0.995728207,0.998798558,1.4124847,1.000500601,1,0.0013,-10.53297044,-13.94384775,0.005049038,0.999624549,16.57575898,-0.000275152,-0.655566406,55.42721807,1.117350061,-0.229,-108373.275,24.32586718,0.126436782,0.972750924,61.64914188,40,1,59.58184549,113000,1,47.53158413,-38.35616438,1.001828154,0.635320282,3.048990275,0.463829289,0,37.38648703
1,1.000867245,0.998198799,0.999666444,1,1,1.001187458,1.001667779,0.999599733,0.999599733,0.999733155,1.083577713,1.001094063,1.001067378,0.998799199,0.999066044,0.999533022,0.824535679,1.001034023,1,-0.0013,-29.35063071,11.85527329,0.004652438,0.998690794,13.05269276,-0.000195758,0.791562285,56.38115598,0.991752199,0.04,-103811.9407,20.38920423,-0.124260355,0.977432801,50.47331151,10,1,70.17055686,163000,1,45.07463704,-32.55813953,0.95157385,1.019019136,9.701224406,0.626144535,1,22.35753571
0,1.000862298,0.995688512,1.000198992,1,1,1.001717962,1.000464314,0.996086495,0.999602016,1.000464314,0.709809264,1.002082781,1.000530645,0.998607058,0.999270363,0.999867339,0.11852861,1.002368002,0,-0.005,34.84538057,-66.70539258,0.004360763,0.999883921,27.70074837,-0.000521212,-1.984139665,42.47855113,0.458276567,-0.285,-96904.50928,46.27985917,-0.710843373,1.329864982,34.5942406,0,1,58.2820411,90000,1,33.36296886,-48,0.737089202,1.602245649,-16.303417,0.527321205,0,35.58301606
1,1.002256288,0.998407326,1.000331807,1,1,1.001187869,1.001128144,0.997080098,0.997610989,1.001128144,1.111867959,1.001625854,0.998274603,0.996416484,0.997013737,0.997677351,0.673303642,1.002375738,1,-0.0029,30.40625261,25.56818182,0.005240267,0.998656182,24.58592312,-0.000524242,0.081453593,48.97020763,0.763557768,-0.007,-94625.94473,36.1117077,-0.330434783,1.21587465,36.65846812,0,1,54.9899586,163000,1,56.22243704,-24.63768116,0.859832636,1.280695272,-5.439072485,0.814279265,0,36.12972315
1,1.000326073,0.995500196,0.996804487,1,1,1.002725968,1.000652146,0.996608843,0.998956567,0.996804487,1.082592786,1.002980305,1.000847789,0.996739272,0.99856528,0.998891353,0.782540512,1.003234642,0,-0.0045,-33.97379177,-81.8452381,0.004783431,1.000220099,23.91250821,-0.000907879,-3.506146345,47.73513684,0.684461579,-0.202,-78524.96415,36.4450811,-0.318681319,1.395322196,41.40487344,50,1,46.94882818,113000,0,27.35853754,-58.18181818,0.786177106,1.085333144,-20.28984944,0.58505812,0,29.81365137
0,1.00096718,0.999677607,1.000322393,1,1,1.001489458,1.001096138,0.999548649,1,1.000322393,1.2,1.001921465,1.000451351,0.999548649,0.999548649,1.000193436,0.866666667,1.002392159,0,-0.0002,15.00951827,-38.47905282,0.003210242,1.000322393,19.73700704,-0.000198182,-0.769231552,36.42754323,2.543333333,-0.328,-58646.99942,29.33317516,-0.352517986,0.401922237,23.10871318,0,0,53.87190408,53000,0,45.3249149,-70.49180328,0.906976744,1.679389501,-28.71964021,0.547676803,0,32.47015589
0,1.000383411,1,1.000063902,1,1,1.000536776,1.000127804,0.999744393,1,1.000127804,4.571428571,1.000779603,0.999744393,0.998338552,0.998721963,0.999424883,6.214285714,1.001086331,1,0.0007,1.591210914,40.93567252,0.002660591,0.999896159,16.15453526,-6.55E-05,-0.226190725,46.92086869,4.482142857,-0.221,-64312.92208,38.31781208,-0.617977528,0.876494024,32.77473458,0,1,56.68132394,60000,1,44.84056287,-35,1.019480519,1.388019934,-9.736602864,0.823024818,0,26.8788672
0,1.001087235,0.996162701,0.998273216,1,1,1.003568688,1.000831415,0.996482476,0.999936045,0.999680225,1.586319218,1.003581479,1.004732668,0.999680225,1.004604758,1,1.098805646,1.00359427,0,-0.0016,5.791383384,-124.3290043,0.004338996,1.002398312,22.54563259,-0.000378788,0.418502216,40.40630993,0.69611835,-0.266,-64724.82984,50.13172477,-0.201834862,1.764606486,64.5081311,50,1,46.82644893,110000,0,41.13985322,-62.26415094,0.816964286,0.965750772,-16.99270375,0.055360852,0,44.22476842
0,1.000665912,0.997402943,0.997935673,1,1,1.000506093,1.000399547,0.995804755,0.999134314,0.997869082,2.173521347,1.000825731,0.999134314,0.996137711,0.998135446,0.998401811,1.040736389,1.001698076,1,0.0015,14.88032916,40.74074074,0.004693071,0.999159286,17.30314777,6.67E-05,-0.420434192,51.02028791,0.806698002,-0.086,-103200.3821,21.49626004,-0.350253807,1.741361172,33.2120032,0,1,61.93269984,153000,1,40.50355532,-34.375,1.075566751,1.00357881,-6.43593988,0.976535935,0,31.59138032
0,1.000731091,0.999401834,0.999401834,1,1,1.000943772,0.999867074,0.998072577,0.99906952,0.999734149,5.951219512,1.000864017,1.00046524,0.998404892,1.00046524,0.999003057,6.536585366,1.001043467,0,0.0002,25.31697201,-9.029779058,0.003271178,1.000515087,16.27369874,-2.24E-05,1.73333267,50.03698255,3.00304878,-0.056,-104766.8187,23.85005522,0.166666667,1.497123519,52.98884689,50,1,59.93656514,33000,0,49.20717034,-56.71641791,0.942748092,0.53854688,-1.5788644,0.287150337,0,27.31316457
0,1.001526819,0.997278279,1.000995751,1,1,1.001825544,1.001394052,0.999867233,1.000265534,1.000929368,0.363323124,1.001945035,1.000730218,0.999336166,1.000132767,1.00019915,0.251914242,1.002031333,0,0.0013,-14.61155191,-104.6831956,0.003517549,1.000290428,23.82978174,6.85E-05,0.746753419,47.97205989,0.456690276,-0.025,-108943.421,34.68723747,0.052631579,1.178944427,34.14151106,40,1,54.54697554,140000,1,49.75026108,-59.40594059,0.871428571,1.050626849,0.839724734,0.305944089,0,32.81622868
0,1.001442803,0.99594641,0.999656475,1,1,1.002603916,1.000755754,0.997938853,0.999038131,0.999587771,0.659699108,1.003023016,1.001374098,0.996564754,0.997732738,0.999038131,0.566635601,1.003950532,1,-0.0063,2.681464863,-50.92338636,0.005915228,0.999192717,22.51280686,-0.000689091,0.151515086,48.24550878,0.497803222,-0.063,-140102.5473,31.73272058,-0.411347518,1.490772934,28.70175271,20,1,64.81870045,163000,0,50.64428998,-50.79365079,0.890909091,1.114387854,-8.226357315,0.400842651,0,45.27213564
0,1.002186838,0.998906581,0.999384952,1,1,1.000717556,0.998154855,0.997266453,0.997471469,0.99740313,0.288184438,1.000649218,1.000068339,0.996788082,1.000068339,0.997198114,0.714697406,1.000820064,1,0.0008,0.861627382,61.36680614,0.004372025,0.999222647,16.17478284,-0.000230303,3.78967451,56.57948205,1.849063401,-0.069,-138879.7702,26.92232268,0.09375,0.361062407,50.57370317,10,1,57.65474178,3000,0,50.85960724,-40.50632911,0.860465116,1.044182203,3.921824474,0.650045038,0,28.94976792
1,1.000614964,0.997198497,0.998496754,1,1,1.001202597,1.003279809,0.998018449,1.002391527,0.998360096,1.129692833,1.001161599,1.003211479,1.000751623,1.001229928,1.002596515,0.360068259,0.998681244,1,-0.0013,-23.85520306,-28.43915344,0.004710295,0.999590024,15.2651863,0.000172727,-0.321800483,52.72519169,0.589803754,-0.134,-138545.1853,25.27556314,-0.013574661,1.407112719,47.22264988,90,1,64.2521388,23000,0,52.98838672,-49.48453608,0.917675545,1.418883672,5.718463561,0.397998935,0,24.69194473
0,1.000676956,0.998984565,0.999390739,1,1,1.001455456,0.999526131,0.996886001,0.997495261,0.999458435,0.803911297,1.001353913,1.000406174,0.995599783,0.999796913,0.997427566,1.179151388,1.001299756,0,-0.0007,6.786020018,-2.994483845,0.004602302,1.000025386,35.37269885,-0.000104848,-0.876323387,55.25855984,0.758621442,0.086,-129102.1225,39.22005217,0.421383648,1.310738364,56.93018777,70,0,49.33967263,170000,0,64.41304223,-52.89855072,1.059665871,0.926254539,6.650450423,0.466950032,0,35.24177745
1,1.002434242,0.99905335,0.999594293,1,1,1.000196092,0.999932382,0.995266752,0.996145784,0.999594293,0.770134228,1.000128474,0.99905335,0.995807695,0.997633376,0.996078166,0.731208054,1.000094665,1,0.0025,-9.681959603,142.5073457,0.004856072,0.998461695,21.44648417,-0.00012,-0.054595153,59.67600327,0.538527685,0.146,-134014.6282,32.18270849,0.122302158,1.548259792,54.75428713,100,1,61.16469179,160000,1,58.98381609,-32.43243243,1.107061503,0.500294574,14.02190488,0.689875426,0,37.37697262
1,1.002455997,0.999795334,1.000750443,1,1,1.003772684,1.003615773,0.999931778,1.003547551,1.000886888,0.699041138,1.004106972,1.006549325,1.002797107,1.004911993,1.003547551,0.504484998,1.00113931,0,-0.0025,-8.673005236,-73.95143488,0.004652794,1.002089303,14.11511795,3.15E-05,-0.036452526,39.24453451,0.603348283,-0.138,-112691.3126,22.67067202,-0.263736264,1.217387589,56.33228046,80,1,56.74000587,150000,0,43.8918974,-76.19047619,0.931818182,0.900242535,-13.1428723,0.106495677,0,28.12049977
1,1.000943905,0.997303128,0.999932578,1,1,1.00352616,1.003168824,0.997775081,1.000606796,1.000067422,0.615507169,1.003728425,1.007079288,1.000471953,1.006135383,1.000471953,0.209240574,1.003768878,0,-0.0025,10.5226664,-145.7420925,0.004433,1.002098503,19.62237038,-0.000189697,0.227411504,37.06099673,0.266396707,-0.255,-99035.52578,38.37550644,-0.278106509,2.283246117,49.85845376,80,1,43.99789324,90000,0,43.58178066,-72.4137931,0.853785901,1.71700484,-21.97662679,0,0,35.93514169
1,1.000596936,0.999535717,1.000464283,1,1,1.001280096,1.001193871,1.000331631,1.000464283,1.000331631,0.307086614,1.001452544,1.000928567,0.999734695,1.000265305,1.000795914,0.42519685,1.001624992,0,-0.0011,-17.94814915,-86.07198748,0.002477291,1.000489156,19.52139359,-0.00020303,0.718537363,43.30298811,0.732283465,-0.33,-62161.33998,46.24799378,-0.769230769,0.788530466,40.82602664,0,1,58.12200822,60000,0,48.52692007,-60.46511628,0.847953216,1.387250742,-11.29986412,0.393559435,0,32.45961363
0,1.000324992,0.995970101,0.997855054,1,1,1.002073448,1.002469938,0.99759506,1.00240494,0.997660058,0.86051631,1.001748456,1.003574911,1.001754956,1.00318492,1.002534937,0.587552532,0.998238544,0,0.0007,33.22858097,-71.75295186,0.004976363,1.001088723,27.60465744,0.000169697,0.081481519,55.87018513,0.809235541,0.032,-32213.54768,39.41154314,-0.087108014,1.008387429,78.54671043,50,1,58.69976216,170000,0,48.66803402,-50.38167939,0.97515528,0.299866166,14.11654921,0.225281117,0,43.25079399
0,1.000539156,0.999865211,1.000539156,1,1,1.001408546,1.000876129,0.999663027,1.000336973,1.000539156,0.961165049,1.001698342,1.000471762,0.999595633,0.999865211,1.000067395,0.563106796,1.001806173,0,-0.0026,-47.53025065,-57.97101449,0.002367266,1.000143213,9.658403159,-0.000285455,-0.155678601,44.70080208,0.86407767,-0.143,-68561.96429,19.57700183,-0.534883721,0.973782772,35.78514047,0,1,71.31837841,80000,0,51.0809795,-81.25,0.829411765,0.231509378,-8.271711625,0.232694206,0,21.5229149
0,1.000270948,0.999390368,0.999390368,1,1,1.000453837,0.99823884,0.996951839,0.997222787,0.99823884,1.208955224,1.000359006,0.998916209,0.997087313,0.998780736,0.99715505,2.328358209,1.000365779,1,1.00E-04,-50.75282425,31.54121864,0.003332339,0.998704532,17.41441964,-0.000435152,-0.284013812,57.99016347,8.429104478,-0.014,-51626.59272,34.39745705,0.119402985,0.179430426,51.31520512,20,1,56.86593006,3000,0,50.50713735,-38.75,0.962837838,0.364565225,7.07452604,0.535118028,0,28.41547685
0,1.000814001,0.999457333,1.000067833,1,1,1.000583367,1.000610501,0.998711165,0.999050332,1.0002035,1.525773196,1.000569801,0.999457333,0.998711165,0.998711165,0.999050332,0.18556701,1.000576584,0,-0.0002,25.6081131,17.2143975,0.002333541,1.000050875,21.25877181,-0.000140606,-0.343300291,55.17984137,1.06314433,0.027,-68660.89866,35.15340993,0.03125,0.85010101,67.66618224,50,1,62.68061281,80000,0,61.89196407,-34.09090909,0.989189189,0.531788347,8.021011935,0.467344099,0,41.57390218
1,1.002031144,0.999187542,1.001760325,1,1,1.002234259,1.002369668,0.999661476,1.000203114,1.00169262,1.210855135,1.002159783,1.003114421,0.998578199,0.999796886,1.000203114,2.44240531,1.001909276,0,-0.0051,-17.61866886,-4.920049201,0.004516074,0.999779959,25.35062545,-0.000306667,0.422426931,53.09337846,1.298028114,0.079,-60360.34749,28.23642793,0.135678392,1.194956256,53.34330759,20,1,56.86290943,173000,1,51.50986253,-50.81967213,0.969762419,0.416084086,10.11594726,0.346372137,0,37.66766517
0,1,0.998732826,0.999466453,1,1,1.001527278,1.00180072,0.999333067,1.001467254,0.999466453,1.17791411,1.001613979,1.0030012,1.000533547,1.00240096,1.001734027,1.288343558,0.999726557,0,-0.0002,-13.88775153,-133.441383,0.002982495,1.0007503,31.65928537,1.09E-05,0.084138985,51.89519013,1.117331288,-0.015,-72037.05624,47.98511304,0.319587629,1.034088309,64.00451318,80,1,55.7475114,53000,0,48.57212115,-70.3125,0.9375,0.197592998,8.284112039,0.152738956,0,41.49284529
0,1.001513692,0.998211091,0.9983487,1,1,1.003082427,0.999793587,0.996972616,0.997179028,0.997935875,1.063157895,1.00329572,1.000550433,0.995665336,1.000206413,0.997247833,2.650717703,1.003866795,0,-0.0055,-30.34518891,-46.75975653,0.004194513,1.000301018,22.19335587,-0.001127879,49.70197638,45.61101633,1.433253589,-0.174,-104970.4345,38.80769617,-0.229166667,1.096311133,34.9113526,20,1,48.3553803,140000,0,48.07464651,-53.33333333,0.813397129,0.806556805,-22.41038405,0.409009231,0,36.66863132
0,1.000273448,0.998769483,0.998974569,1,1,1.000669948,0.999863276,0.998496035,0.999794914,0.999042931,0.522255193,1.000649439,1.000820345,0.999863276,1.000068362,0.999931638,0.100890208,1.000731474,1,0.0014,15.41181343,-49.12280702,0.00226723,1.000119634,16.10691315,1.21E-06,0.514800563,50.04060572,0.370178042,-0.012,-109700.5742,25.09615355,0.103448276,1.461589846,45.27042709,70,1,65.17769836,80000,0,50.45062693,-46.34146341,0.93956044,1.574391952,-4.679024492,0.562868677,0,27.64410195
0,1.000067967,0.998708625,0.999048461,1,1,1.000550534,0.999320329,0.997349283,0.998980493,0.999048461,1.162091503,1.000890369,1.000271868,0.998776592,1.000067967,0.998912526,0.404575163,1.001338952,1,-0.0003,15.48312114,12.94498382,0.002977775,0.999303337,27.55823463,2.06E-05,-18.57110871,56.79269788,0.667973856,-0.109,-98319.37917,23.23868323,-0.314814815,1.280821918,40.01432521,10,1,62.64699531,143000,0,56.62612062,-26.41509434,0.973799127,0.780400744,8.019338445,0.734364657,0,41.86269379
0,1.000280112,0.998809524,0.99929972,1,1,1.002345938,1.00105042,0.99754902,1.000560224,0.999369748,1.178571429,1.002429972,1.003361345,1.000420168,1.003361345,1.000490196,1.214285714,1.000567227,0,-0.0029,7.694749479,-139.090065,0.002765131,1.001444328,28.52837813,-0.000260606,0.301636025,44.02213387,0.989583333,0.057,-122183.2124,46.83386157,-0.37704918,1.142857143,72.7516154,70,1,45.41900265,63000,0,46.76359056,-58.33333333,0.902542373,0.096538056,-10.45893926,0.166064624,0,43.5461685
0,1.00020957,0.995808592,0.996786587,1,1,1.0000489,0.999441146,0.996646874,0.998602864,0.996786587,0.442708333,1.000034928,0.99979043,0.99629759,0.996996158,0.998812435,0.473958333,1.000111771,1,-0.0014,16.62679484,1.750198886,0.00375095,0.998218652,21.62432829,-0.000203636,0.223809457,55.64220437,0.509548611,0.072,-121756.2284,25.56221024,-0.277419355,1.253833049,56.61799458,20,1,72.00786484,90000,1,46.65390453,-15.6626506,0.864935065,0.265140058,2.990634742,0.634889318,0,33.69481115
