Profit,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30
0,1.000250954,0.999698856,0.999799237,1,1,1.000185706,1.000150572,0.999698856,1.000150572,0.999698856,4.542857143,1.00016061,1.000351335,1,1.000250954,1.000150572,3.228571429,0.999759085,1,0.0003,-15.44041174,6.289308177,0.000982886,1.000018822,17.86694225,9.15E-05,-0.090187573,54.37244795,3.478571429,0.029,-14409.75708,20.77767956,0.172413793,0.840520192,60.07597671,70,1,66.66666667,73000,1,51.8040582,-62.5,1.065789474,0.628180931,8.252271007,0.342762079,0,22.05069291
0,1,0.999347815,0.999598655,1,1,1.000622084,0.999648824,0.999247479,0.999498319,0.999598655,0.879094412,1.00072242,1.000551849,0.998494958,1.000050168,0.999548487,2.263969171,1.00083279,0,-0.0009,4.547194226,-81.08108108,0.001449384,1.000169317,31.80586708,-0.000209091,1.862244819,47.85888485,0.857598748,-0.106,-15584.08988,48.27222526,-0.357142857,1.610334901,46.34025482,40,1,36.35341829,160000,0,53.57090623,-44.44444444,0.848,0.867921064,-13.04627389,0.429903782,0,43.43947547
0,1,0.999899138,1,1,1,1.00032276,1.000050431,1,1,1,0.191489362,1.000378234,1.000151294,0.999949569,0.999949569,0.999949569,0.808510638,1.00046901,0,-0.0019,-22.94642857,-57.73420479,0.001034207,1.000037823,29.23924309,-0.000135152,-1.964286329,38.95573181,1.638297872,-0.204,-17025.20086,57.07140921,-0.448275862,0.406926407,23.09031514,20,1,40.74641404,33000,0,39.52463685,-76.19047619,0.953846154,1.491135153,-24.61561103,0.096913615,0,49.61453731
0,1.000152192,0.999847808,1.000101461,1,1,1.000522524,1.000456575,1.000152192,1.000253653,1.000202922,0.571428571,1.000623985,1.000507305,1.000101461,1.000507305,1.000304383,3.201058201,1.000720373,0,0,-6.979985988,-144.6886447,0.001269536,1.000272677,20.33138064,-2.42E-05,0.258620703,46.98947131,3.848544974,-0.235,-35907.48995,39.01002276,-0.722222222,0.413358538,43.04301852,0,1,72.01548907,230000,0,46.06768983,-76.47058824,0.976470588,0.348387034,-0.294710261,0.057489502,0,49.72581099
0,1.000912779,1,1.000912779,1,1,1.000745436,1.001064909,1.000557809,1.001064909,1.000963489,1.753623188,1.000324544,1.001115619,1.000557809,1.001115619,1.001064909,0.6,1.000207911,0,0.0004,11.42237484,-30.67765568,0.00124189,1.000678245,20.41871269,0.000204242,-0.14784945,42.17793674,0.54673913,-0.317,-36217.3181,29.57564663,0.03125,2.044621162,68.76496053,70,1,45.64112699,93000,1,34.24630259,-69.44444444,0.797979798,0.488442993,5.840057592,0,0,30.50276003
1,1,0.999643312,0.999898089,1,1,1.000056051,0.999949045,0.999388535,0.999796178,0.999898089,1.94984326,1.000086624,0.999796178,0.99933758,0.999490446,0.999694268,1.818181818,1.000096815,1,-1.00E-04,22.17498653,31.6091954,0.000940118,0.999828025,17.86045349,-2.12E-05,-0.192577056,59.89387652,3.293691223,-0.102,-17214.25376,24.91131104,-0.414634146,0.482541193,56.9322591,40,1,51.62977487,140000,1,65.05466652,-29.62962963,1.031578947,0.622737601,13.1367145,0.663877521,0,39.04378433
0,1,0.999847289,0.999847289,1,1,1.000040723,0.999847289,0.999694579,0.999847289,0.999745482,0.833333333,1.000055994,1,0.999847289,0.999898193,0.999847289,2.166666667,1.000111988,1,0.0002,-25.8463316,22.29299363,0.000661988,0.999917282,23.20457095,-2.73E-05,-1.517857666,52.4156771,6.010416667,-0.437,-14554.55625,16.39545501,0.103448276,0.221837088,36.15384615,40,1,58.63306335,60000,1,47.57738376,-46.15384615,0.934782609,1.408419582,-3.382138036,0.731274398,0,21.71042363
1,1.00050958,0.999541378,1.00050958,1,1,1.001263759,1.001426824,1.000101916,1.001324908,1.000458622,0.925863991,1.001304525,1.001579698,1.001121076,1.001222992,1.001426824,0.498885173,1.001024256,0,-0.0022,-11.30789658,-234.1085271,0.000981673,1.0010319,28.68802892,-0.000146061,0.272459504,24.99962372,0.346780936,-0.458,-15965.32805,45.23542965,-0.346153846,2.330721318,69.14806873,70,1,36.17971637,103000,0,25.93148607,-78.04878049,0.619565217,1.51588296,-37.3211233,0,0,31.86841647
0,1.000101209,0.999898791,1,1,1,1.000131572,1,0.999797581,1,0.999949395,1.103448276,1.000156875,0.999898791,0.999797581,0.999797581,0.999898791,0.137931034,1.000222661,1,0,-33.16719496,20.28985507,0.000939536,0.999993674,21.97098248,-1.27E-05,-0.226190569,54.08792434,5.63362069,-0.006,-3003.407404,23.78450174,-0.1,0.13261923,42.85126253,0,1,61.3767418,20000,0,58.62976181,-50,1.196078431,0.924849676,4.006127167,0.374780758,0,32.10416258
0,1.000253049,1,1.000253049,1,1,1.000237866,1.000303659,1,1.00005061,1.000253049,1.458333333,1.000055671,1.00005061,1,1,1.00005061,0.083333333,1.000045549,0,-0.0004,-2.98102981,-60.6060606,0.000593077,1.000132851,15.78985135,-4.48E-05,1.48809491,45.14743292,0.640625,0.262,-2969.368478,27.58143776,0.052631579,1.322493225,54.50595701,10,1,56.26853312,70000,0,48.49553147,-66.66666667,0.852941176,1.262235386,-3.436696829,0,0,25.68296975
0,1.000303521,0.999291785,0.999392958,1,1,1.00007588,0.999544719,0.999038851,0.999392958,0.999494132,0.643783005,1.000096115,0.999696479,0.999089437,0.999241198,0.999494132,0.31781085,1.000146702,1,-0.0004,22.87941791,43.69808595,0.001326287,0.999544719,30.84809515,-9.64E-05,0.143849194,58.27329312,0.759901584,0.025,-4190.189155,51.85648731,-0.411764706,0.860459607,54.78747117,20,1,62.48230393,133000,1,41.34306344,-20.51282051,0.909677419,1.316655295,3.210853082,0.741103997,0,46.21309135
0,1.000759648,0.999645498,0.999746784,1,1,1.000521625,1.000202573,0.999645498,1.00015193,0.999746784,1.209388511,1.000546946,1.000253216,0.999594855,1.000253216,1.00015193,0.941939469,1.000577332,0,-0.0006,-12.63026849,-12.38738739,0.001348846,1.000050643,13.27504093,-0.000126061,0.440476207,45.07871453,0.696147313,-0.02,-7512.3222,33.73251885,-0.153846154,1.508937319,26.52340486,0,1,70.51590725,160000,0,43.67393635,-62.5,0.898305085,1.304883862,-14.23708344,0.548254447,0,26.70804287
1,1.000356053,0.999491353,1.000101729,1,1,1.001042726,1.001525941,0.999847406,1.001271617,1,1.069662648,1.000996948,1.001525941,1.001169888,1.001271617,1.001220753,0.375106564,1.000030519,0,0,-27.42554793,-88.88888889,0.001649602,1.000673957,28.9679115,8.24E-05,0.151727364,43.87688787,0.58922482,-0.094,-23208.37522,52.88135632,0.142857143,1.383042673,67.03644535,70,1,53.7481079,163000,0,46.48745396,-80.76923077,1.017857143,0.482562392,-2.721176342,0,1,44.45160149
1,1.000558461,0.999543078,0.999746154,1,1,1.000126923,1.000203077,0.998832309,0.998984617,0.999746154,1.477792995,1.000015231,0.999898462,0.998578464,0.999796923,0.998933848,2.183721385,0.999944154,1,0.0014,-12.69260029,155.2238806,0.001900218,0.99947327,17.45223728,0.000138788,1.071428587,59.03912713,1.366660145,0.001,-7100.397345,22.97962682,0.243243243,1.136960153,38.59513838,50,1,61.18353208,173000,0,53.53966318,-41.37931034,1.055555556,1.861171857,11.88917648,0.87521806,1,29.64845796
0,1.000151416,0.999848584,0.999899056,1,1,1.000111038,1.000100944,0.999899056,1.000050472,0.999899056,3.555555556,1.000181699,1.000151416,0.999697169,0.999697169,1,5.333333333,1.000247312,1,-0.0005,-29.31034483,25.11415525,0.000998434,0.999804421,57.33919906,-4.73E-05,0.869047627,63.86361948,18.99768519,-0.256,20147.79209,35.22190317,-0.333333333,0.173510418,43.881618,0,0,53.7144904,230000,1,58.63982423,-44.44444444,0.9,0.859045931,24.41499537,0.24943644,0,61.3525205
0,1.000807265,0.999798184,1.000605449,1,1,1.00068113,1.000756811,1.000201816,1.000353179,1.000655903,0.634697618,1.000761857,1.000302725,0.999697275,1.000050454,1.000302725,0.931276726,1.000877901,0,-0.0019,5.626512203,-27.63819095,0.001295021,1.000170283,32.34894527,-9.58E-05,1.398809677,38.53090453,0.88733201,-0.107,12300.56158,51.5344499,-0.591836735,0.963928689,29.76226396,0,1,64.75048351,140000,1,39.13855566,-65.625,0.887218045,1.477915997,-17.4227783,0.387261139,0,50.94404854
0,1.000254686,0.999490628,0.999847188,1,1,1.000504279,1.00056031,0.99943969,1.000509372,0.999745314,2.506775068,1.000590872,1.000458435,0.999898126,1.000356561,1.000458435,0.910569106,1.000687653,1,-1.00E-04,6.807980375,-15.43859649,0.001654795,0.999987266,25.39114976,-6.00E-05,0.050125334,51.2661848,1.843157182,-0.117,-28935.57534,25.69181013,-0.432432432,0.798872756,50.97837118,0,1,58.43023793,140000,1,59.50042615,-37.03703704,0.940298507,1.036974069,2.092204355,0.27840847,0,46.83202941
0,1.000356379,1,1.000152734,1,1,1.001191325,1.000661847,1.000152734,1.000610936,1.000152734,2.514018692,1.001211689,1.00117096,1.000305468,1.001120049,1.000661847,7.514018692,1.000483657,0,-0.0008,20.98670458,-90.32123488,0.001370062,1.000954587,22.78455551,-0.000107273,0.554468366,40.84247927,14.70327103,0.155,-27808.86874,32.21563401,-0.083333333,0.250013242,67.61206078,50,1,47.96280804,230000,0,33.15798801,-97.77777778,0.952380952,0.548900172,-11.02956088,0,0,33.85318692
0,1,0.999643548,0.999745392,1,1,1.00077401,1.000254608,0.99969447,1.000254608,0.99969447,2.032258065,1.001013341,1.000356452,1.00030553,1.00030553,1.000356452,0.258064516,1.001232305,0,-0.0017,-78.38345865,-113.1756757,0.001255194,1.000362817,17.37012453,-0.000240606,0.64132105,42.53222725,2.14516129,-0.609,-27866.42612,28.25942701,-0.424657534,0.511278195,25.44250646,0,1,45.41900265,30000,0,26.83750689,-80,0.644859813,0.98625191,-16.99162396,0.219264651,0,34.80001883
1,1,0.99928822,0.999593269,1,1,1.000157608,0.999745793,0.99928822,0.99928822,0.999542427,1.32967033,1.000198282,0.999389903,0.998678123,0.999237379,0.999237379,5.692307692,1.000310133,1,-0.0011,-37.00499084,-19.12144703,0.001288247,0.999764858,35.23257671,-0.000236364,-0.473856236,61.19060143,12.51236264,-0.123,-14165.4849,32.93169031,-0.254901961,0.213708054,45.45465709,40,1,36.17971637,230000,0,60.78730992,-36.58536585,0.845360825,0.694047462,11.13693864,0.430317598,0,52.30063056
1,1.000050646,0.999746771,1,1,1,1.000577361,1.000303874,0.999392251,0.999848063,1.000050646,1.931688805,1.000587491,1.000455812,0.99929096,1.000253229,0.999848063,1.870967742,1.000582426,0,-0.002,18.33164468,-91.39072848,0.00111499,1.000246898,29.93380553,-0.000190303,2.04545443,45.03712294,0.934357211,-0.113,-13390.33775,44.14248473,-0.128205128,1.713354911,49.24928013,30,1,55.13347151,120000,0,44.25273521,-58.82352941,0.93442623,1.083495562,-10.71824999,0.125348039,0,42.28790471
0,1,0.999696725,0.999898908,1,1,1.000176911,0.999898908,0.999696725,0.999696725,0.999747271,0.878787879,1.000202184,0.999747271,0.999696725,0.999747271,0.999696725,0.272727273,1.000222402,0,0,-8.075649516,-54.97076023,0.000660094,1.000050546,18.38952785,-8.73E-05,-2.108843986,48.74099114,1.143939394,-0.345,-4480.186899,26.32042875,-0.161290323,0.626931567,52.07258156,30,1,49.72843654,73000,0,60.44726441,-56.25,0.711538462,1.454920007,-12.6951996,0.530837607,0,28.21622305
1,1.000454959,0.999949449,1.000151653,1,1,1.000470124,1.000556061,1,1.000101102,1.000202204,0.381747357,1.000470124,1.001112122,0.999898898,1.000758265,1.000050551,0.491930996,1.000460014,0,0.0004,-47.5106017,-20.58823529,0.000953424,1.000252755,16.06975025,7.64E-05,-0.044642838,43.66826931,0.293196995,-0.057,-5090.973416,24.76202637,-0.125,2.130170028,47.28663316,80,1,58.08345926,103000,0,53.24947826,-84.61538462,1,1.668406018,-6.549481532,0.216434435,0,23.63421361
1,1.000201806,0.999949548,0.999949548,1,1,1.000348116,1.000201806,0.999899097,0.999899097,0.999899097,0.060606061,1.000368296,1,0.999798194,0.999798194,0.999899097,0.161616162,1.000373341,0,-0.0004,-50.27555556,-25,0.000812477,0.999993694,19.82584328,-0.000107273,-0.744047763,46.82680648,0.473484848,-0.098,-3153.67281,28.30888543,0.459459459,0.860444444,26.13745126,20,1,48.64772062,50000,0,55.948083,-68.75,0.878378378,1.130173248,-13.24536971,0.491253083,0,25.36413832
0,1.000301629,0.999597828,0.999597828,1,1,1.000311683,1.000402172,0.999396742,1.000402172,0.9996481,0.729784367,1.000296602,1.0003519,0.999849186,1.000050271,1.0003519,0.443396226,0.999959783,0,-0.0005,2.418013919,-65.07936508,0.001055359,1.000106827,25.88927211,-5.27E-05,0.665266117,51.94894051,0.3456031,-0.084,4601.78721,33.20566658,-0.1875,2.096027297,58.47364815,40,1,54.20617211,100000,0,59.75055861,-47.82608696,0.938271605,0.992062705,1.527160565,0.348409588,0,30.72539626
0,1.000050264,0.999447097,1,1,1,1.000326715,1.000150792,0.999296306,0.999547625,1,0.304113614,1.000346821,0.999748681,0.998944458,0.999698417,0.999497361,0.612634672,1.000351847,0,-0.0007,28.37052196,-39.87960873,0.001234827,1.000050264,20.99962765,-0.000109091,-0.668202819,51.72023766,0.501163075,0.061,5560.227844,32.89664363,-0.111111111,1.274866659,54.32792783,20,1,51.4380775,143000,0,45.98813987,-40,1,1.157968879,-1.533839538,0.441759185,0,30.94123554
