Entry Time,Profit,Entry Price,Exit Price,Entry Name,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31
2/20/2008 10:15:00 AM,0,1147.3,1153.3,R1 Sell,1.00278381905176,0.999739016963897,1.00208786428882,1,1,0.999417137886038,1.00226185297956,0.999565028273162,1,1.00208786428882,0.528115942028985,0.999634623749457,1.00278381905176,0.999739016963897,1.00208786428882,1,0.490434782608696,0.999782514136581,0,-0.299999999999955,-15.7341234782912,37.3635600335531,2.79446059997279,1.0005980861244,31.787842003151,0.147272727274862,-0.128384686901858,48.6660514534903,0.48731884057971,-0.069,-124.228744215702,20.1718194089351,-0.257731958762879,1.38071871127633,44.4439598173879,0,1,70.891904742864,93000,1,57.8536004858736,-65.3061224489793,1.02916666666666,1.4306692906606,2.69087107106877,0.280069268382882,0,36.2648074180536,1.05795454545454
2/22/2008 4:15:00 AM,0,1169.7,1167.8,R1 Buy,1.00102871838834,0.998971281611659,0.999571367338191,1,1,1.00184312044578,0.999657093870553,0.998285469352765,0.99854264894985,0.999657093870553,0.5234375,1.00258894127733,1.00137162451779,0.997942563223318,1.00102871838834,0.998456922417488,1.3828125,1.00367766823832,0,-1.5,-17.3984439664276,-53.2682019074185,3.28853453753068,1.00018216888127,17.0706258624599,-0.269090909088669,0.849567093946943,46.837719175912,0.8814453125,-0.257,-70.9890779588066,27.8590743446062,-0.346938775510222,1.09904719698648,24.1018938593608,0,1,61.6459378984429,33000,0,53.1849924692491,-58.6206896551721,0.846491228070167,1.16546012348679,-9.45189966515861,0.479024340692399,0,32.1008117453422,1.16718266253869
2/25/2008 2:00:00 PM,0,1172.9,1161,R1 Buy,1.00145423438837,0.999743370402053,1.00102651839179,1,1,1.00315654405475,1.00265183917879,0.999914456800684,1.00188195038494,1.00102651839179,1.26074498567335,1.00324208725406,1.00350727117194,1.00085543199316,1.00282292557742,1.00196749358426,1.14613180515759,1.00137724550898,0,-2.70000000000005,-22.1554534163132,-144.157088122598,2.49450999019424,1.00210650128315,21.8790165306865,-0.158787878786009,0.330086579600668,39.804516047307,0.878939828080229,-0.061,-92.9774076673559,31.6844662628477,0.040816326530645,1.29204020646563,49.7441551972206,70,1,57.4596735139492,131500,0,47.9045269857909,-95.4545454545461,0.934782608695652,0.694134345907694,-11.6310985628333,0,0,36.3269547306926,1
2/28/2008 1:15:00 AM,0,1183.7,1179.6,R1 Buy,1.00118603863097,0.999152829549305,1.00118603863097,1,1,1.0017112843104,1.00076245340563,0.999661131819722,1.00042358522535,1.00042358522535,1.07246376811594,1.00192307692308,1.00237207726195,1.00033886818028,1.00144018976618,1.00059301931549,4.43478260869565,1.00199932226364,0,1.5,21.5824448670696,-17.3122065727749,3.25762066399314,1.00068832599119,25.2406164943107,0.161212121213127,0.375112307756095,49.3056509486568,11.1237922705314,-0.145,-88.1167792559697,25.2315756980166,-0.479674796747985,0.194994842842408,60.4381396410665,0,1,71.006624104223,3000,1,52.2789537619176,-62.2222222222212,1.2,1.52299516228821,1.60717481307361,0.254615535929033,0,32.5420297608209,0.465909090909109
3/3/2008 3:30:00 PM,0,1210.7,1204.2,R1 Buy,1.0006642863074,0.998007141077805,0.999252677904177,1,1,1.00085526862078,1.00124553682637,0.998920534750477,0.999501785269451,0.999252677904177,0.380254300673149,1.00098812588226,1.00124553682637,0.999252677904177,1.00024910736527,0.999501785269451,0.181301421091997,1.00108776882837,1,-1.70000000000005,7.83640565858998,-12.2324159021435,2.76444162931955,0.999169642115752,28.3971645444169,-0.187878787877906,-2.08994704201966,57.253682886781,0.378029169783096,-0.212,-36.0277500830841,27.2627353390308,-0.236363636363644,1.37692700862311,48.0734351906389,10,1,68.3843433546679,144500,1,47.2203658756641,-32.7272727272719,0.857142857142853,0.971139742509688,10.0750259740282,0.326923834213272,0,50.4031037801042,1.66009389671364
3/5/2008 12:30:00 PM,0,1182.9,1193.6,R1 Sell,1.0013460082443,0.999411121393118,1.00025237654581,1,1,0.998031462942711,1.00092538066796,0.998317489694624,0.999747623454194,1.00025237654581,0.866083150984683,0.997779086396904,0.999747623454194,0.997812736603012,0.999074619332043,0.999663497938925,0.726477024070022,0.997728611087743,1,1.5,20.8123639446175,150.168350168308,2.82413787740108,0.999263901741398,26.138633869059,0.190909090909532,0.452380954847784,52.3972548509096,0.70027352297593,0.144,-55.7311642874516,23.0767824024533,0.428571428571367,1.234070254928,53.4765400401855,100,1,61.8049711178849,114500,1,65.0784821836704,-30.7692307692288,1.10891089108911,1.05753749352261,4.98134819640225,0.90345057587771,1,27.0536389370862,1
3/5/2008 2:45:00 PM,1,1193.6,1208.2,R1 Buy,1.00067533344589,0.997045416174236,0.999409083234847,1,1,1.00294614215769,1.00084416680736,0.99848049974675,0.998564916427486,0.999409083234847,0.538895705521472,1.00323315887219,1.00329225054871,0.998564916427486,1.00329225054871,0.998564916427486,1.1079754601227,1.00341887556981,0,-2.70000000000005,-0.294920127799109,-126.789366053187,3.2105965126254,1.00149839608307,29.7989807862834,-0.361212121211539,0.471976400267337,38.9143235346298,0.653006134969325,-0.188,-54.3111731268086,37.7666498034165,-0.474576271186464,1.35112113240636,52.5823963549606,70,1,49.7748777209851,140000,0,47.0730729441523,-61.9565217391306,0.78339350180505,0.504945124026954,-24.8182192237679,0.397143972137304,0,31.1671232887886,1
3/6/2008 8:45:00 AM,0,1210.1,1208.2,R1 Buy,1.00115826921486,0.999834532969306,1.00066186812278,1,1,1.00038884752213,1.00066186812278,0.999338131877224,0.99942086539257,1.00057913460743,0.694690265486726,1.00054604120129,1.00016546703069,0.999007197815835,0.999917266484653,0.999338131877224,0.498525073746313,1.00075287498966,1,0.5,-2.39227367869756,90.6432748538162,2.54373238531052,0.999513940597336,33.7201738771174,0.0115151515152926,0.697278918866363,57.5753829800168,0.645280235988201,-0.15,7.35438835290763,27.3527545034951,-0.236842105263125,1.13295238095238,41.8019318781776,0,1,59.3077107047756,80000,1,64.5959510087055,-37.837837837836,0.973154362416101,0.797075781559847,15.5928679084227,0.43146878161914,0,44.7614839248969,1.45098039215694
3/7/2008 9:30:00 AM,1,1200.4,1198.2,R1 Sell,1.00215821366315,0.999833983564373,1.00174317257408,1,1,0.998846185772392,1.00199219722753,1.00016601643563,1.00066406574251,1.00166016435627,1.05493273542601,0.998431144683324,1.00099609861376,0.999501950693119,1.00049804930688,1.00058105752469,0.70067264573991,0.997808583049722,1,2.40000000000009,9.07513223788498,72.5022104332498,3.08192961652433,1.00022827259899,21.0213473695903,0.338181818181042,-9.88095128766408,53.7569541694845,0.681193946188341,0.295,-41.180306398207,37.0358630834848,0.696202531645553,1.34841939244326,79.4661280926013,100,1,55.9970301592154,84500,1,65.7736271202242,-53.0612244897955,1.24590163934425,0.526523499759398,17.1150672993515,0.259222106744158,1,44.4399576615452,0.486486486486483
3/10/2008 1:15:00 AM,0,1193.5,1197.6,R1 Sell,1.00100158584425,0.999916534512979,1,1,1,0.996619647775645,1.00041732743511,0.997579500876388,0.997996828311493,1.00008346548702,1.14319248826291,0.996269092730156,0.998247224772557,0.997078707954261,0.997412569902346,0.997662966363409,0.330985915492958,0.999532593272682,1,3.89999999999986,-11.9873585296729,175.406871609416,3.72883431451982,0.99792379601035,20.2148714548408,0.394545454544432,0.497198880491043,55.119185242174,3.33480046948357,-0.122,-99.7201438782054,38.7877693842217,0.114285714285675,0.247308989587916,39.5012690034912,0,1,47.2469467913874,3000,1,50.6032450037253,-15.7894736842113,1.13257575757576,4.85852109910416,3.57273258866952,0.977184414236337,1,34.8570090708077,0.933333333333362
